,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
gene1,39.1783721581814,-6.04986616257388,0.921344157807943,-6.56634777710828,5.15643076333174e-11,5.18314802117284e-10
gene2,5.37024405384518,-6.05978758287379,1.64778487659024,-3.67753562310471,0.000235498195046224,0.000767842854436427
gene3,16.924805432613,1.44882431719068,0.770298546639188,1.88086076951839,0.0599908609962629,0.102089710818202
gene4,10.3056838009973,-4.06441479245131,1.13696032298204,-3.57480794210224,0.000350485080079687,0.00109139816268795
gene5,7.25187880707309,1.62766230321325,1.0760901875147,1.51257052810085,0.130388785092062,0.197929767667136
gene6,14.0288654329354,0.733679006779329,0.893461459659119,0.821164694735964,0.411552463585863,0.515769883305281
gene7,6.75543412958626,0.296906755392689,1.1220172165274,0.264618716200813,0.791303200522123,0.849545218048102
gene8,0.66582218633218,0.375957702568054,3.1074681579012,0.12098521480007,0.903702746044457,0.936527309441951
gene9,1.22532413746659,-1.79545401592519,2.36423827976516,-0.759421768648267,0.447600295603044,0.549933232089871
gene10,166.746474546035,5.82798481743003,0.668692684227595,8.71549062057097,2.89502173700415e-18,6.31049681998658e-17
gene11,0.495726501051142,-2.6250435217461,3.77234337152979,-0.695865477559,0.48651307889904,0.584056542737709
gene12,3.82722329484014,0.309818472290614,1.38775547435942,0.223251486313627,0.823339782667378,0.872353456239603
gene13,14.1528933787207,-6.48576884925022,1.41348212684317,-4.58850432282108,4.46433064800761e-06,2.11239059930116e-05
gene14,20.8296057282426,-5.54311938710436,1.0831065249662,-5.11779705812164,3.09124955559869e-07,1.73324397048019e-06
gene15,5.93949519785543,-2.32990148089367,1.22174103087266,-1.90703383288149,0.0565162064572228,0.0972861051703746
gene16,54.3104793912583,-1.99166489303739,0.538547013355245,-3.6982191779859,0.000217117377563941,0.000710299683767361
gene17,8.86295560857439,-3.86065916976412,1.17699916028802,-3.28008659650987,0.00103775228392826,0.00290092137005882
gene18,1.34801820848175,-4.06498409826854,2.59876678529293,-1.5641973420906,0.117771231221524,0.181763077621128
gene19,5.36711592716132,0.249007118883196,1.51129088682565,0.164764520883347,0.869129330548962,0.907487029744341
gene20,79.7992054350962,-4.03331417015575,0.547748905901077,-7.36343628750975,1.79235362339541e-13,2.48369002099078e-12
gene21,7.53988497979658,-5.56639949526445,1.57460303979613,-3.53511288533086,0.00040760098973764,0.00125515225411273
gene22,118.457873862158,0.091630838875528,0.531307573607817,0.172462888592597,0.863073634783122,0.903595710458315
gene23,6.41911347834493,-1.70705960162872,1.16583489804624,-1.46423786463203,0.143128967779255,0.213264360592746
gene24,13.9379453909037,-3.6884606937034,0.909764369320089,-4.05430330983391,5.02839386865264e-05,0.000190901841588769
gene25,18.4561591981827,1.00800432595758,0.705516935282082,1.42874575442268,0.153077321892521,0.225318668036032
gene26,13.1114414894632,-1.34678389431833,0.860376013969398,-1.56534337597914,0.11750241766084,0.18149258778824
gene27,234.156628633991,0.356437812746185,0.417870581917076,0.852986135350676,0.393666992909216,0.499159455061359
gene28,154.924548527084,2.61493886350378,0.498495917718965,5.24565752808831,1.55725936791615e-07,9.29564053463794e-07
gene29,135.34537109815,-4.48851512629713,0.485785676024834,-9.23970250219495,2.47183531600603e-20,6.66022293479404e-19
gene30,11.9251629328396,-2.88308544989073,1.0726633858695,-2.68778210188809,0.00719283165700446,0.0160576448959593
gene31,1.53095528257783,-4.24766277762352,2.72371271689112,-1.55951204078228,0.118875236967323,0.183030126759211
gene32,200.435087396515,0.923530985315532,0.477944310796127,1.93229831269919,0.0533226965705989,0.0923625279883589
gene33,58.4626502940449,-2.31202236934372,0.573825644625119,-4.02913740610908,5.59818911080292e-05,0.000209682626102922
gene34,26.223126018624,-5.46445832919404,1.03940216737278,-5.2573089615602,1.46178615516014e-07,8.75267018830456e-07
gene35,13.0471790528006,-3.05278574545276,0.945284065694882,-3.22949032596741,0.00124011076836023,0.0033647760707956
gene36,25.1412184822852,-1.41255348631745,0.699046637986799,-2.02068561603485,0.0433123197650808,0.0776579485621596
gene37,16.2501920739524,-0.360324090992466,0.906135017582964,-0.397649449585999,0.690888604390496,0.767214592168038
gene38,1.76784220597904,-3.40831501163715,2.14322448614444,-1.59027438967373,0.111772968788701,0.173332981175124
gene39,11.4593282663541,-2.83355573447477,0.98203565239466,-2.885389881279,0.00390929196322802,0.00936299556624982
gene40,11.701491117023,-1.15080859895778,0.856412508368695,-1.343755010246,0.179027622183684,0.25822571526866
gene41,7.5334283838212,-1.81535889954428,1.0081668642491,-1.80065320922483,0.0717575569019555,0.119084397253887
gene42,1.04493408622785,0.557881558108995,2.62122562637651,0.212832330225686,0.831457745545739,0.8790343467895
gene43,17.8999697151537,-4.28148948145621,0.977845983099197,-4.37849063702896,1.19504074271278e-05,5.13067551581735e-05
gene44,185.280462650623,2.54249158205195,0.586573621004372,4.33447992035258,1.46105122901325e-05,6.11728224744913e-05
gene45,94.6400811816755,-5.61142427115461,0.611875271318545,-9.17086297516554,4.69247242060967e-20,1.23018871567335e-18
gene46,5.57002956287188,-1.27793762970484,1.50309738841127,-0.850202814240518,0.395212337377832,0.500138248214608
gene47,1.97000318582109,0.40317855662875,1.93951891869077,0.207875547252154,0.835326142569191,0.882615256255439
gene48,2.37257721315306,-1.29644801884118,1.85834253497212,-0.697636735124633,0.485404402011238,0.583447670323297
gene49,89.2719811330116,4.00197433247328,0.535044321189724,7.47970621120601,7.44889439578518e-14,1.06256287704583e-12
gene50,11.4942941226353,-0.0607932596837302,0.777637790751935,-0.0781768329763736,0.937687390213701,0.96046121278489
gene51,9.36218409370125,-0.00138624378328221,0.923737181961097,-0.0015006906838363,0.998802622522256,0.998802622522256
gene52,31.7034510481019,-2.54580356093741,0.597700424890636,-4.25933035166109,2.05040249144836e-05,8.39194268651862e-05
gene53,74.7185714234531,3.16165190141264,0.666194377762563,4.74583996345206,2.07642840845316e-06,1.03554527311032e-05
gene54,320.025508546265,2.28868670773573,0.422238654737014,5.42036282576075,5.94781964540959e-08,3.73451857801546e-07
gene55,2.20296376234213,-4.77299258258085,2.27422190220691,-2.09873652960124,0.0358401326180385,0.0656561447393717
gene56,238.708078919363,1.8604163817305,0.468804786742004,3.9684244579916,7.23493841765493e-05,0.000263335469610705
gene57,1.61810809971799,-3.2699218208401,2.20870402309074,-1.48047080398955,0.13874764668789,0.208014246193591
gene58,30.9605251775141,2.83340390190742,0.647128402832958,4.37842611992229,1.19539450162342e-05,5.13067551581735e-05
gene59,49.242500105064,0.308218127372286,0.63491932008215,0.485444555904215,0.627361033040053,0.713411725731362
gene60,7.47184207161472,-1.97517857698816,1.20112766111999,-1.64443684124833,0.100086000393776,0.157710806293214
gene61,8.70248384208128,-5.77545793703617,1.65227545488075,-3.49545708009867,0.000473250557927752,0.00144811684917956
gene62,23.1210112948411,-2.11689474597906,0.722831327732755,-2.9286151066791,0.00340475740480468,0.0082772297811041
gene63,536.56476956475,2.87714446679168,0.492597077353738,5.84076641755141,5.19612166437938e-09,3.78965264244211e-08
gene64,3.805589633818,0.308148033914131,1.57733241574217,0.195360236585983,0.845110943410789,0.887663903744954
gene65,7.22049256849891,-6.48697156493224,1.71341778747013,-3.78598355425636,0.000153101800320807,0.000521083320390115
gene66,48.6828990135337,-4.88857570600977,0.658402713849852,-7.42490212020086,1.12863346162359e-13,1.58662964894911e-12
gene67,192.955998856092,2.05634375737226,0.511124205911906,4.02317818954299,5.74180213285215e-05,0.000213392646316727
gene68,161.579832141126,4.7468861136792,0.582169582100661,8.15378587206645,3.52705133567387e-16,6.39484073944609e-15
gene69,190.78960935619,2.35732458144379,0.537284580165483,4.38747856995587,1.14672288188044e-05,4.95466011324733e-05
gene70,55.5494076893412,-1.61346379571979,0.510912717271219,-3.15800280787155,0.00158854027844077,0.00421006576526653
gene71,184.899893194668,-0.448042065451793,0.485916599773101,-0.922055483720883,0.356499635489793,0.459541058372225
gene72,103.374853912712,-2.06975608330495,0.492687169035918,-4.2009538980993,2.6579271648682e-05,0.000105909461229953
gene73,0.652069992513946,-3.02181352350464,3.74990200286445,-0.805837998218714,0.420336265158456,0.522391002182835
gene74,21.3300597306155,-1.92136427238955,0.780841789722192,-2.46063197139223,0.0138692553601423,0.0289627076412015
gene75,16.0188969047125,-3.72219590826564,0.986749640261869,-3.77217863213796,0.000161828328794132,0.000545994709322811
gene76,10.8887738288803,-0.70571751060145,1.04548961504283,-0.675011497433706,0.499668460257106,0.595062500244804
gene77,8.47919814089198,2.61849601913587,1.15414696482298,2.26877174133321,0.0232822102787664,0.0453488834747056
gene78,6.53989394952503,-3.36819235775189,1.41172883615408,-2.38586353943702,0.0170390722615572,0.034469030435267
