,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
gene1,109.136102723342,2.61954513944799,0.501273177939109,5.22578357417358,1.73419112668514e-07,1.88732730219944e-06
gene2,21.8227099695252,0.156712921378616,0.599715638234196,0.261312047556475,0.793851876647799,0.867598613048039
gene3,16.1990017469536,-0.775808488191664,0.831026944561928,-0.933553951852461,0.350534027932918,0.482146212847864
gene4,15.0586138737183,-2.03839992979965,0.793021771843758,-2.57042114374794,0.0101574948808923,0.0284257112381061
gene5,3.68308814692206,-3.39909238566739,1.63770961945719,-2.07551591886845,0.0379387450585137,0.0835550349750225
gene6,6.707578877244,-1.9220144138245,1.0968604353064,-1.75228712054656,0.0797244495529656,0.151704704108455
gene7,252.287904375249,5.39056999667552,0.52367665009016,10.2936993576999,7.52293373241376e-25,1.07693689815554e-22
gene8,24.7111670711263,2.51300620358578,0.734668601566345,3.42059834628558,0.000624835392236513,0.00261896095709944
gene9,8.27539882738837,2.51354495904499,1.08006979226697,2.32720605375814,0.0199543009823879,0.0493815879364679
gene10,43.9277470354268,0.607109141100176,0.48210101045534,1.25929862815838,0.20792248856271,0.325738088368985
gene11,61.8789421920789,3.69056539184998,0.698252602012724,5.28543020278315,1.25409683194051e-07,1.4318246651787e-06
gene12,13.09696900018,-2.55774802315664,0.87973422864951,-2.90740991979256,0.00364435288868356,0.0118984925014739
gene13,24.1782006537085,-0.228030165907569,0.628065611077701,-0.363067427806294,0.716554515656439,0.810150640119461
gene14,37.6030526621595,-0.690430294855296,0.513406402850034,-1.34480265735402,0.178688971897087,0.29033560057777
gene15,66.5994906180255,-1.47185756008757,0.530749611643946,-2.77316747444926,0.00555135430003897,0.0171898009190891
gene16,14.5955405530776,-0.351067923289693,0.705384767193612,-0.497697057857408,0.618697582128446,0.7333733760134
gene17,1.22115584943088,-3.75899637848514,3.14994115742187,-1.1933544757267,0.232730576031542,NA
gene18,54.8877300977673,1.76604068358332,0.639362450650271,2.7621901814646,0.00574150238876287,0.0176902913004763
gene19,6.54943295102936,-1.88720023291954,1.09478753173823,-1.72380501075233,0.0847430497480288,0.15994606042706
gene20,102.009207044912,-1.06782650300379,0.411914300386621,-2.59235113226593,0.00953224257848647,0.0272078273597597
gene21,1.22347235557758,-3.76205235607674,2.84455833840573,-1.3225435756699,0.185987208970599,NA
gene22,29.1408318244657,-0.894010654964364,0.624778139577598,-1.43092499294036,0.152451713223007,0.256289646168036
gene23,0.78991684299825,-3.12664058807972,3.34106801012107,-0.935820695241225,0.349365514238214,NA
gene24,6.05258576151774,-0.112974380593448,1.08947360058224,-0.103696299325722,0.91741036353381,0.950424423472694
gene25,8.79767252468467,0.127428457202147,1.09554564764527,0.116315059510334,0.90740285085939,0.946536286592434
gene26,10.9172946033767,0.834474582914704,0.836984798817687,0.997000882326024,0.318764081668356,0.448389989406508
gene27,149.04236477766,-1.05150961554637,0.372053310469124,-2.82623373037727,0.00470988834052351,0.0149658913882041
gene28,62.0384599111499,-2.77510185028864,0.496723822995941,-5.58681046049067,2.31277905604791e-08,3.26066804795845e-07
gene29,0.855317346837797,-0.918010161591224,2.76898292766292,-0.331533341148494,0.740241661002521,NA
gene30,6.34078724625143,-0.877625956198237,1.06383682425099,-0.824962941864828,0.40939263014634,0.539957253509808
gene31,36.4977730227345,-0.176521161563545,0.598770702936465,-0.294805942738778,0.768142126446084,0.846366191424608
gene32,0.943940634474238,-3.38392383134065,2.86162292708773,-1.18251912203697,0.236999782697582,NA
