,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
gene1,184.091871484141,0.488816467499206,0.345547284410621,1.41461527713335,0.157181327084946,0.338781708242021
gene2,100.523959582197,-1.99176139009555,0.378750960989021,-5.25876260457405,1.45027968700706e-07,8.29448420992113e-06
gene3,5.38420201457199,-1.80173188461248,1.24147595650526,-1.4512821413669,0.146701312068791,NA
gene4,6.22167429290953,0.178440106732,1.23635064102878,0.144328073938247,0.885241410590434,0.941139216980004
gene5,8.27386088919806,0.294312890453775,0.857197483409433,0.343343157382089,0.731340316958101,0.846950637877623
gene6,90.9452891974533,-2.23891121055198,0.476671911552734,-4.69696484371995,2.64055878943512e-06,9.34883552354767e-05
gene7,13.8917180271529,-0.0427866534832385,0.779697840124423,-0.0548759420398172,0.956237298462325,0.978613119623866
gene8,106.544305297116,-1.28311656509048,0.460138379656978,-2.78854497216035,0.00529453959030293,0.0333600863168663
gene9,35.3764595999148,0.756548576279804,0.534469602951095,1.41551282262357,0.156918191520659,0.338781708242021
gene10,67.4054673160584,1.68075637205579,0.43335478732867,3.87847653055013,0.000105112665099347,0.00159697359535489
gene11,7.33155032403439,-0.694779440636266,0.954403073821121,-0.727972760874076,0.466630260798345,0.655808572549706
gene12,2.4901981931212,-2.62143321475283,1.94838289610669,-1.34544047783988,0.178483030938504,NA
gene13,11.7439238347186,-1.51861983881462,0.881993665032115,-1.72180356732984,0.0851051081669891,0.22967567303868
gene14,26.6394877056473,0.742231712202218,0.613369265328834,1.21008950750785,0.226244548899224,0.418960951697567
gene15,37.9506043593152,0.825821856772143,0.4735982880476,1.74371799394921,0.0812082761353826,0.223210178582835
gene16,32.3840073289391,-0.581095332601849,0.541564977170805,-1.07299282098624,0.283274337189269,0.479759612073398
gene17,311.642160301767,1.17866006413747,0.420927299302653,2.80015115695785,0.00510786821602667,0.0328805196416955
gene18,282.324710769088,-1.32727647663957,0.395356047600348,-3.35716750684758,0.000787453903873269,0.00745824175197166
gene19,17.4537789766082,-0.991237662416936,0.741664949446742,-1.33650331346569,0.181384818205453,0.371915700433163
gene20,101.197511436465,-0.409303397735313,0.393843140515945,-1.03925485968631,0.298686222528918,0.496808068121365
gene21,3.59575559105389,1.56322908260043,1.48827597788816,1.05036236949724,0.293551539895441,NA
gene22,217.56035299069,0.899069568285149,0.369972474485407,2.4300985351293,0.0150947184634582,0.0717043621082708
gene23,1.38433754639121,-0.188040310352089,2.27514092111443,-0.0826499618581782,0.934129873322169,NA
gene24,63.9481237938786,1.411527392098,0.440565898229123,3.20389616575343,0.00135581364727703,0.0117201230622197
gene25,106.245923986484,-1.80927177468933,0.405613245740523,-4.46058355758617,8.17367823961861e-06,0.000229325651741752
gene26,38.0378933432174,-0.61025016876606,0.488014654049721,-1.25047509065965,0.21112604911353,0.403648855352518
gene27,84.9918730018384,0.698096612872804,0.43446516005973,1.60679538211264,0.108099261599359,0.26265294444158
gene28,32.918635971435,-0.296291989888827,0.591447635742797,-0.500960646358346,0.61639881943209,0.774289421215825
gene29,34.9401079989243,1.35976283425022,0.506266456896382,2.68586396694365,0.00723425353525613,0.0423517126256924
gene30,5.08288171410368,0.930977578233928,1.10456414538964,0.842846096462345,0.399314523617358,NA
gene31,20.3730444804206,-1.13164874922046,0.681514042832061,-1.6604921954621,0.0968154766686119,0.248396621612978
gene32,63.4030235791383,1.63647585478114,0.548424340820282,2.98395919541692,0.00284544715562191,0.0203422111558163
gene33,12.1706296574366,-1.19850035943728,0.771019094158981,-1.55443667804958,0.120080290022031,0.282978433063011
gene34,62.0810456694555,0.056338207786015,0.470826562047598,0.119658091380833,0.904753999986503,0.950793054637765
gene35,128.258728636096,0.297461962868098,0.437037576226541,0.680632465145072,0.496104079078768,0.680835575492072
gene36,1.10461892270285,-3.46139172060047,2.88636397243357,-1.19922218876716,0.230441561623278,NA
gene37,8.88381182386362,-1.89398150821029,0.945933848245351,-2.00223462953938,0.0452595028921029,0.145672902165708
gene38,16.6123183648719,-0.777300165989819,0.691031264419642,-1.12484080824133,0.260656498345971,0.457528453828783
gene39,16.5320857244276,2.04116037413514,0.825827327988959,2.47165515714495,0.0134489176476078,0.0666618018066428
gene40,87.0979292854452,0.196865011616103,0.453690563326769,0.433919123581841,0.664347172216371,0.808424978090359
gene41,24.6329351357359,0.402750887397234,0.591622582963717,0.680756446753036,0.496025612765089,0.680835575492072
gene42,11.7367038959714,0.479420713482086,0.772647106849916,0.620491177966984,0.534934460367611,0.713132148457514
gene43,33.0889364627973,0.333848017873261,0.500221802886035,0.667399973266102,0.504516682975583,0.688271841820819
gene44,2.93413194002511,-1.70255816266401,1.81583002001347,-0.937619790343252,0.34843983727628,NA
