,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
gene1,93.7657107555331,-1.56757964564891,0.40720709315678,-3.84958826108997,0.000118316544686097,0.000344525268887709
gene2,20.4461637548033,-4.23563166214589,0.717115574108161,-5.90648399654898,3.49486228878173e-09,1.991468942142e-08
gene3,715.329918673996,0.366539532830922,0.382832825541964,0.957440188970275,0.338345121716966,0.424375949629819
gene4,29.0985489990236,-2.80096233795693,0.558802794645023,-5.01243437720499,5.37457073814647e-07,2.26761144122222e-06
gene5,27.9519296034674,2.88740232459262,0.622447372867238,4.63878947916851,3.50455807575353e-06,1.3197004105611e-05
gene6,386.575796450593,2.62745010000431,0.381707997532583,6.88340332659658,5.84392620274869e-12,4.86912002523137e-11
gene7,20.2542548586132,0.765035985603128,0.70516274780061,1.08490697784201,0.277962857166247,0.359556650854969
gene8,225.081906029015,3.85056240953767,0.457919548547133,8.4088185834271,4.14161127900061e-17,5.95131533786827e-16
gene9,9.2028994368235,-4.08034946194083,0.949739423884618,-4.29628312706175,1.73685725669309e-05,5.79829619532389e-05
gene10,108.739125641607,4.0578518333453,0.558879892216105,7.26068675910821,3.85129889177743e-13,3.6716950492282e-12
gene11,208.901109704287,-2.07320683507732,0.409883816354237,-5.0580353562571,4.23597909631955e-07,1.81424331490317e-06
gene12,39.2806642836564,1.47729743793917,0.506003300755236,2.9195411091869,0.00350547155851663,0.00766411256950218
gene13,485.025193100555,4.67702255550953,0.502927699000764,9.29959229686895,1.40985248640847e-20,2.82397725307878e-19
gene14,3.39524053054806,-3.95939285101992,1.44097619463161,-2.74771565676847,0.00600120283706585,0.0123962346103141
gene15,12.834639550958,-0.604981195228192,0.817712072036127,-0.739846231842673,0.459393302860061,0.548781276850302
gene16,24.2288960674153,-0.182718962723776,0.57734962003596,-0.316478882782318,0.751639051204239,0.806984428011915
gene17,163.408785074635,0.127130371897036,0.426413125574633,0.298138974323822,0.765597096181868,0.818866797048891
gene18,14.4147505229133,1.08318869998836,0.828739521557816,1.30703154828703,0.191201997146629,0.261305003681437
gene19,10.509762343342,-2.71283390538442,1.04857205356139,-2.58716975735764,0.00967679051262389,0.0190746278196155
gene20,1.26082986069199,0.112259127154956,1.83653178872467,0.061125610699563,0.951259172894043,0.966366260168487
