,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
gene1,9.94369442411062,0.471047579421571,0.83745543660969,0.562474800245533,0.573792568193893,0.771942830538588
gene2,9.25819773042805,1.38759496133748,0.781694068141135,1.77511256371328,0.0758793029150689,0.232769949226415
gene3,70.2461479396741,-2.51309592560707,0.39229413861022,-6.40615211461026,1.49238074015213e-10,3.03616570579838e-08
gene4,6.61134435733995,0.102555675862676,1.05813649897744,0.0969210266934212,0.922789110530854,0.959470108678021
gene5,55.0762087674179,-0.123956959240561,0.448844888036568,-0.276168811419016,0.782418410909235,0.894262241182777
gene6,15.5763151158693,1.06135287489719,0.681044910995983,1.5584183330069,0.119134113521489,0.305510590837319
gene7,12.0856808426326,-1.48784516177593,0.687653084698591,-2.16365663862044,0.0304907111945736,0.126882936811964
gene8,67.2589266249872,-0.707750736466477,0.441385926132275,-1.60347372801003,0.108830104892633,0.290489081179805
gene9,0.724124435863319,-2.08943674180651,2.82121910273744,-0.740614842632791,0.458927005879352,NA
gene10,0.245275539330721,-1.50109404656866,3.53289285103245,-0.424890906648919,0.670916203862847,NA
gene11,24.2408186580026,-1.55895106812707,0.711345819587331,-2.19155159867454,0.0284119000992347,0.119866795119121
gene12,32.0667961661472,0.184183731403432,0.465584664192728,0.395596645612857,0.692402612072228,0.848019520203511
gene13,0.3620611422106,-0.777067869354228,3.5330284801775,-0.219943845263084,0.825914888704956,NA
gene14,50.1079865780106,0.557716234272842,0.436920557660528,1.27647057226858,0.201789222992859,0.424685134827499
gene15,15.2029038811435,0.61269021554981,0.607499032503688,1.00854517088649,0.313192813956279,0.552995219241994
gene16,6.5483377143556,1.78370569678718,0.98618683275691,1.80868942632379,0.0704992665954256,0.224104439472612
gene17,121.775308352371,0.1100427036928,0.327517483009201,0.33599031930063,0.736878166633841,0.87433080828412
gene18,16.8281002196682,-1.62940573661605,0.630523642949281,-2.58421036996248,0.00976022416505423,0.0567332395117914
gene19,62.3816377913954,-1.07411340258308,0.396467277382124,-2.70921073152735,0.00674434877379073,0.0445808758296419
gene20,9.87248834823045,0.519599450373713,1.04695641213149,0.496295208045831,0.619686146682025,0.800232459233179
gene21,34.4722787774808,1.04793457421906,0.551468255005555,1.9002627344497,0.0573986491668933,0.192133321068705
gene22,6.33130070434717,-2.74096648334615,1.05023607907687,-2.60985747676408,0.00905799518763463,0.0541999646684935
gene23,1.21831381952539,-2.94267932184977,2.42272613464406,-1.21461492480334,0.224512993822336,NA
gene24,24.1748507990762,0.746819119071923,0.620238001621983,1.20408474991684,0.228556823585594,0.455508053336891
gene25,41.9057040541527,1.71962957372896,0.526875743721416,3.26382376532066,0.00109919514993673,0.0121242549369528
gene26,381.539371418699,-0.359514538955097,0.301713780028119,-1.19157480616759,0.233428008526919,0.461562293318347
gene27,0.24389214751478,-1.49840791471425,3.53302863046734,-0.424114285911135,0.671482467364149,NA
gene28,24.9965370049687,-1.13738863252978,0.616176360173359,-1.84588164370633,0.0649093925368682,0.211345671142824
gene29,6.37869732889627,-0.222579300955165,0.985142571268386,-0.225936130918178,0.821251095897602,0.909685878153968
gene30,53.6697386876246,1.18104909427642,0.482541383205426,2.44756022049538,0.0143827087944194,0.0749071559606018
gene31,33.0075218698157,0.675978265731621,0.485055179367676,1.39361106629731,0.163435084940287,0.371821204747498
gene32,7.22571378372563,-1.04325410864334,0.960287217169893,-1.08639799633902,0.277302947653977,0.509890971469319
gene33,17.1372240305028,0.548376970915969,0.641518976034376,0.854810210456789,0.392656224712699,0.623010006454897
gene34,2.46218248360246,2.53319979918558,1.94160768750383,1.30469188780474,0.191997784892739,0.41257785961401
gene35,58.0835934126755,0.452506206203872,0.414763725911633,1.09099754374441,0.275273963396734,0.507069041226781
gene36,378.759298196305,1.24133165387128,0.367105833440034,3.38139996915645,0.000721174851832721,0.00853409822906886
gene37,18.7644688025075,0.232622345484737,0.650564450831852,0.357570022750692,0.720665115365798,0.863759546041626
gene38,5.05178519947845,-0.0491312971321446,1.15705572565573,-0.0424623430339113,0.966130130564711,0.981076696266757
gene39,9.68078930609115,0.117770441584627,0.828500318692412,0.142148939387856,0.886962362582388,0.942464407754035
gene40,64.620584347068,-0.831481918444243,0.432106264960846,-1.9242533281011,0.0543228376044712,0.185223679057331
gene41,15.8894950518454,-0.795697227469811,0.69469817870231,-1.14538550965567,0.25204949815618,0.47838008335533
gene42,48.6682296002798,-0.0475382377179134,0.468605422525404,-0.101446196379292,0.919196266190281,0.957910280816395
gene43,22.7346356075125,1.32069877230898,0.557826961744369,2.36757787429107,0.0179049515068607,0.0877266994572817
gene44,13.0912365838045,-1.93542439923702,0.71909921717952,-2.691456690536,0.00711407345857881,0.0455449947645378
gene45,86.4460089341169,0.0716897823771219,0.420282283921562,0.170575313592094,0.864557710312066,0.932335501322605
gene46,0.712353638660894,1.98676900728945,3.11798005791253,0.637197470922753,0.523996224849029,NA
gene47,4.23932417521086,-2.04627523731329,1.16350767295319,-1.75871228431135,0.0786263898182967,0.237565874186966
gene48,0.478428691382711,1.25506920611646,3.48415341727814,0.360222141738218,0.718681017904061,NA
gene49,13.0666411354071,-0.66325917471839,0.789771715296418,-0.839811254153936,0.401014222369533,0.629183411446971
gene50,24.5253495388427,1.30450226862641,0.750345017342252,1.73853659113644,0.0821163083960201,0.241728232593429
gene51,18.4041097585038,-0.150602649093302,0.620646787765342,-0.242654360035523,0.808273166216381,0.906275668917449
gene52,10.1279336851111,3.44436979094873,1.06452158660879,3.23560351831037,0.00121385861670859,0.0126460150654334
gene53,38.9371284573333,-0.212836994652235,0.505384064433218,-0.421139109106911,0.673653504831622,0.836243774472339
gene54,52.4415417658743,-1.07901852798696,0.463885997652195,-2.32604246182909,0.0200162855638644,0.0928014456688677
gene55,10.5835348668187,-0.653317472147983,0.757528115697325,-0.862433299319309,0.388449122912107,0.620637298474753
gene56,218.580451844343,-0.000101036947388136,0.32302840196815,-0.000312780383311615,0.999750437365303,0.999750437365303
gene57,14.6421493474694,0.429119525485037,0.674817689956068,0.635904381097321,0.524838746964864,0.736947657739774
gene58,7.26873773890869,-1.39106992628746,0.860527948339335,-1.61653079248847,0.105979601394841,0.285785935425557
gene59,4.20672285950616,-1.5694729014042,1.36410329283697,-1.15055282810741,0.249916248933913,0.477250566788935
gene60,4.10532050821943,-0.761554551453485,1.25888551899099,-0.604943451938252,0.545216570392819,0.754895726490809
gene61,8.06692785176948,-0.539655163240076,0.823517378606747,-0.655305130479555,0.512271318253361,0.724859956508426
gene62,118.768573525123,1.75355648386794,0.372722157729832,4.70472830096409,2.54204261957314e-06,8.02496558006623e-05
gene63,51.4713743226301,-0.990832516069912,0.51887090893236,-1.90959350199199,0.0561855724261926,0.18910989542713
gene64,2.02044062078108,2.85022914986058,2.15258210299899,1.32409776421054,0.185470578028358,0.405730738793218
gene65,0.474858238570147,1.24444119149382,3.30473563032355,0.37656300857324,0.706498382326816,NA
gene66,6.43187773661235,0.950942972781892,0.982530041093516,0.967851295135496,0.33311864156324,0.572176578519974
gene67,47.2844635265193,0.486249477906476,0.515929119127843,0.942473413263551,0.345950316714743,0.58814766007864
gene68,5.75280471968426,0.194653324059248,0.959721092996749,0.202822804958302,0.839273532607699,0.921236103114615
gene69,1.91052200509438,1.5378033516189,1.68945474724278,0.910236485545778,0.362697806382331,0.598827487363433
gene70,102.758475353439,-0.0615329346782686,0.33366493138488,-0.184415348723869,0.853687629777043,0.926008323531851
gene71,53.3993628939478,-0.384623597304439,0.463850745218666,-0.829196894193028,0.406993002136756,0.632189664344523
gene72,6.61681537807601,-0.323314812527745,0.952055960250241,-0.339596437632473,0.734160461227727,0.872816740689202
gene73,107.603442978557,0.550438547818014,0.422089123112141,1.30408133656591,0.192205851584244,0.41257785961401
gene74,23.3090757649046,-0.143043483523636,0.603407867139482,-0.237059361194193,0.812610738873024,0.906697296085623
gene75,32.3184053991266,-0.832105196326584,0.527602301673655,-1.57714474271054,0.114762224065288,0.301477234237506
gene76,19.5956086285003,-0.322906491745677,0.582786274040931,-0.55407360490271,0.57952847341075,0.77726715651516
gene77,25.1699693432437,-0.481013707081865,0.539963766701878,-0.890825897485526,0.373022579448575,0.608738273592105
gene78,45.5961222349376,-0.303743914876936,0.542980964148509,-0.559400669511979,0.575888304560601,0.773058273937288
gene79,0.94486934914387,3.39092813917044,2.7925916869404,1.21425848076114,0.224649035005937,NA
gene80,14.6936832023953,-0.481781672246803,0.623013514444517,-0.773308541591369,0.439339801899457,0.660786800915187
gene81,397.275200717098,0.385334523832312,0.343796329878384,1.12082209827144,0.262363595802942,0.491086354404648
gene82,9.26809719332936,2.5621805052034,0.854409981860871,2.99877173675227,0.00271070309628873,0.0227674191252508
gene83,2.77108642251047,0.0770598370346573,1.56122464058588,0.0493585836601574,0.960633533358605,0.978809126087705
gene84,2.25509918252659,2.370389578422,1.58433801018238,1.4961388057269,0.134617487270906,0.329084938842495
gene85,6.82298211812924,0.505363222447134,0.914875931510019,0.552384432731794,0.580684993947786,0.77726715651516
gene86,8.48793076928871,0.465951248302728,0.852279554036517,0.546711752142729,0.58457677898788,0.778845817658944
gene87,108.682817155138,-0.653480977293474,0.404065481133512,-1.61726504194391,0.105821081821834,0.28577935223566
gene88,0.371765121885751,-2.09802041166736,3.48331255799278,-0.602306102808162,0.546970399260866,NA
gene89,4.30202642400937,1.11930399799659,1.2663403684157,0.883888744222014,0.376756273894019,0.61202302621069
gene90,7.25524389072668,-0.745593541125643,0.876980535930911,-0.850182541775798,0.395223606409465,0.624917464020493
gene91,68.1446044828689,-1.28105822739041,0.420804117576229,-3.04431010506532,0.00233214609188882,0.0206287898272871
gene92,41.8553399111726,1.02910251996675,0.582041454587428,1.76809145097099,0.0770456164148604,0.233947800423896
gene93,5.21181355164315,2.35064173916154,1.21758386804097,1.93057891194271,0.0535351478181634,0.184600481459618
gene94,10.0892063596295,-2.11978820090892,0.86697130501446,-2.44505001336066,0.0144832056205244,0.0749117217264976
gene95,17.2970889951776,-2.84317544679687,0.657906886338786,-4.32154687210978,1.54939128339805e-05,0.000383369654040787
gene96,1.78913419752503,1.40731530746663,1.68363510062527,0.835879049411586,0.403222949692946,NA
gene97,29.7788294942149,2.87881750326864,0.675746772972626,4.26020162938353,2.04242569399413e-05,0.000479446339192725
gene98,5.91467685757943,-1.67569766199233,0.992662884916983,-1.68808332360736,0.0913952351877425,0.258647102981076
gene99,0.241498460269151,-0.0546618782431812,3.5338115409304,-0.0154682493987185,0.987658614771244,NA
gene100,36.4068385289761,0.167256813218253,0.590769812030096,0.283116722981323,0.777087362735032,0.892267769109088
gene101,26.8698396785758,0.644254394009821,0.552567074075611,1.16592975628813,0.24364284698902,0.472779984998439
gene102,144.841265237459,0.125647004900637,0.287103446541117,0.437636699992183,0.661649662716085,0.830568820241605
gene103,27.1016344111017,-2.24455442565467,0.640338881635288,-3.50526024582883,0.000456161148052692,0.00618689675618132
gene104,31.0718973976218,-0.880414078742416,0.569053348276018,-1.54715560748335,0.121825727660316,0.309686067099416
gene105,22.0146908361033,-0.806803669583858,0.5824298563075,-1.38523748541816,0.165979862065926,0.374272324436835
gene106,1.9010762319188,1.10443769452424,2.0769209894522,0.531766831830971,0.594887497679134,0.785409189118698
gene107,196.958053445102,0.296693056944114,0.361676631165997,0.820326864878207,0.412029795395354,0.638155705828043
gene108,4.12574997002345,-0.564089628867748,1.18060100978528,-0.477798700994115,0.632793485810621,0.808955524830352
gene109,7.33755464549938,-1.08246414393441,0.944166540646691,-1.14647585710143,0.251598311205084,0.478376435946531
gene110,35.1933916325027,-2.57626207461491,0.557956344496134,-4.61731836196149,3.8873067175504e-06,0.000109502439997458
gene111,25.2552225587479,1.28199464034959,0.492824428696962,2.60132121238228,0.00928654566024189,0.0550066983942625
gene112,24.0375760229041,0.665948685796996,0.476637353097489,1.39718106747036,0.162359128494578,0.371135535922063
gene113,8.58016130245084,-1.84187370041759,0.928155036552832,-1.98444616241949,0.0472061242151848,0.168488135356732
gene114,10.3449525011781,-0.256405391520777,0.696091792897119,-0.368349970703754,0.712612296490107,0.861392675658264
gene115,166.697406740934,-0.0326927690470682,0.351156404566969,-0.0931003069341239,0.925823873598317,0.960991927752589
gene116,21.3648212263771,0.859704343273838,0.661122035683481,1.3003716362064,0.19347362639111,0.41384370318005
gene117,1121.79418339384,0.487581438782055,0.278866915094574,1.74843773997607,0.0803882576694109,0.239740099865352
gene118,17.9917009766255,-0.737698813790034,0.702832226567969,-1.04960869166789,0.293898059306434,0.5280935687832
gene119,18.0101323749093,-1.35334817201108,0.628804522396272,-2.1522557866691,0.0313772140157141,0.128256276074291
