,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
gene1,21.9126250410066,-1.83139928221085,0.822565464902106,-2.22644805836677,0.0259841844749466,0.0543280138103207
gene2,53.722795561331,-4.3353578434907,0.800641908705289,-5.41485250316383,6.13392483040973e-08,4.92241104647818e-07
gene3,262.215745069406,-0.213508495185198,0.472940058138275,-0.451449378227069,0.65166570181925,0.731469220730371
gene4,10.4104422784406,-2.75714602539649,1.23888028194564,-2.22551449528798,0.0260467191373602,0.0543412673264883
gene5,8.95842106455271,2.65250603952771,1.30695168911611,2.02953641027206,0.0424036843413125,0.0826700862057444
gene6,186.020306094556,1.21813450144136,0.539448662162704,2.25811015372202,0.0239387927655883,0.0509885740183345
gene7,426.676553828773,4.67766913758332,0.502183049834588,9.31466949974533,1.22332801510179e-20,4.63905172785661e-19
gene8,37.1284241238865,-2.83617180563549,0.763236842231235,-3.71597864346311,0.000202418680581897,0.000808838281498738
gene9,1.80815177220466,-1.8259709733029,2.17042536104238,-0.841296368019746,0.400181924834321,0.502167120609943
gene10,18.7390492805667,-1.63902841655466,0.879899911536821,-1.86274415426631,0.0624982704844353,0.112858688251072
gene11,0.13202945468015,0.362336365701026,4.0804728567969,0.0887976414540969,0.929242732134933,NA
gene12,164.682563174772,-2.48594830099314,0.536044597701608,-4.63757738003911,3.52516652958819e-06,2.0473489694365e-05
gene13,3.06648698375375,-1.51025571104691,1.96834987156861,-0.767269951781164,0.442921029967219,0.54181484627236
gene14,1.01467882558034,-0.578135868230579,2.89730656595741,-0.199542525124377,0.84183838189313,0.885808177682978
gene15,7.82704797468998,-4.81235486304227,1.56685367741209,-3.07134924748727,0.00213093739719361,0.00637961753277468
gene16,45.2011987051194,-2.07931572521076,0.682299148118776,-3.04751329522221,0.00230743318483733,0.00686550119919292
gene17,12.3112324935791,-6.40172813784452,1.49692270163857,-4.2765923256004,1.89775872364786e-05,9.48388984892755e-05
gene18,11.8242533765975,-2.06763600386071,0.97797199280641,-2.11420778822855,0.0344975239756127,0.069138042869259
gene19,1.71646364574547,-2.44735601951626,2.48464196940544,-0.984993431509127,0.324627297417113,0.424782945334706
gene20,2.19998996403458,1.39743195555331,2.43942502625451,0.572853004504477,0.566744226874071,0.657518497165239
gene21,3.93697670595125,-2.30104529710915,1.61779853667942,-1.42233117717618,0.154930132166174,0.237240598265543
gene22,22.2714458172679,1.68118228875862,0.767916856804162,2.1892764481759,0.0285767530966318,0.0587326678946716
gene23,14.7985221236209,-1.75799306706038,0.907735000391875,-1.93668093254247,0.0527843579576521,0.098364190428424
gene24,28.3470537316014,0.233305178158235,0.683532392853451,0.341322782354596,0.732860598765736,0.799860269758991
gene25,26.7816474127502,-0.930712814477246,0.708134881144356,-1.31431573173348,0.188739975338785,0.278430822536089
gene26,24.391739087921,-1.24585422702557,0.766139517004377,-1.62614536827037,0.103918734755909,0.171923723710803
gene27,20.1446951646579,-4.5921188317528,0.957833767145249,-4.79427536308233,1.63263892040161e-06,1.0185560232441e-05
gene28,514.031443337594,3.81090052486265,0.563102527443752,6.76768499364145,1.30859277552041e-11,1.86089590283564e-10
gene29,722.899483920723,4.36248263287691,0.48458715656151,9.00247266937866,2.20690139084278e-19,6.99696277031137e-18
gene30,49.4711280431239,-4.13250387253299,0.698424297705926,-5.91689591285237,3.28074162392283e-09,3.22078898511002e-08
gene31,15.941334670255,1.96857758933471,0.855739690329981,2.30043973836904,0.0214233196676225,0.0460363335968689
gene32,15.2403019722245,-5.80166129300932,1.36542089814054,-4.2489911359275,2.14735414802865e-05,0.000106214396989448
gene33,317.068043690355,6.18553485616179,0.681708744885782,9.07357416575044,1.15175547031851e-19,3.84050875792414e-18
gene34,19.7288606302119,-2.02044354647521,0.785244579642663,-2.57301177092447,0.0100817778792809,0.0242213148056265
gene35,0.947833851653301,-2.50017149682015,3.23781577549031,-0.772178428354698,0.440008756031134,0.539073933576439
gene36,6230.81735715697,4.45502544235127,0.426113876292288,10.4550114188147,1.38982036695264e-25,7.67975025624686e-24
gene37,1.50526343490851,-2.2246514571105,2.76234308884803,-0.805349439065604,0.420618059798704,0.520457663244205
gene38,1.35180313980368,-3.07590126955798,2.67093036254561,-1.15162166438005,0.249476574962356,0.345374156032352
gene39,5.22852890275968,1.73526199871962,1.50479620939465,1.15315415329075,0.248847117570851,0.344749516749303
gene40,28.124455226831,-0.615231296513201,0.668686672800322,-0.920059157058924,0.357541846211744,0.459459090082068
gene41,9.82235292633745,-1.53450839220855,1.11882831014756,-1.37153160881866,0.170209297009607,0.256450559952825
gene42,10.834007982833,2.72155413150103,1.21656054098762,2.23708894034294,0.0252805276571838,0.0532018938944433
gene43,494.132345471762,3.74752709121596,0.477183886355887,7.8534233832469,4.04832152447735e-15,8.15568107118666e-14
gene44,45.6493809740299,2.03784100657193,0.720571159352515,2.82809127193361,0.00468264538711187,0.0125958293798916
gene45,55.9262707247216,3.29259171518199,0.999221763353129,3.29515612643675,0.000983670120047663,0.00329708494310603
gene46,2.61129283102123,-2.44251669769884,2.00192480269825,-1.22008413822874,0.222432980881489,0.317012074447162
gene47,22.2154878502125,-1.9042163427644,0.821820797074923,-2.31707003466207,0.0204999170238395,0.0442981447196711
gene48,14.4688032573915,0.230549086069794,0.950467446301573,0.242563895235864,0.808343253394832,0.861342067253777
gene49,50.0801263584377,2.39735515695628,0.884700949640554,2.70979154925775,0.00673255056748205,0.0173841826402006
gene50,18.1018465197878,-1.63725197536481,0.898856653242195,-1.8214828465242,0.0685334918390063,0.121441613406911
gene51,6.20458381484293,0.230370125050877,1.40459384940392,0.164011913585298,0.869721765130873,0.906761128713266
gene52,17.6254384105534,-6.01369951110939,1.31278373186122,-4.58087601571918,4.63032300032288e-06,2.60321066355362e-05
